Serial Number,Main Office,Branch Number,Established Date,Acquired Date,City,County,State,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits,2014 Deposits,2015 Deposits,2016 Deposits
751,0,3790,03/01/1940,10/01/2006,Mount Kisco,Westchester,NY,58648,72746,78489,84663,90965,99664,104878
752,0,3792,06/01/1943,10/01/2006,Mount Vernon,Westchester,NY,17598,19700,20120,21488,24544,28232,31015
753,0,3795,01/18/1946,10/01/2006,Ossining,Westchester,NY,27002,30063,30689,31066,38594,41468,41760
754,0,3796,08/01/1955,10/01/2006,Peekskill,Westchester,NY,65658,73748,78620,88265,90254,90870,94323
755,0,3797,07/22/1940,10/01/2006,Pleasantville,Westchester,NY,50878,48989,52541,53605,53733,68530,57031
756,0,3798,07/31/1947,10/01/2006,Port Chester,Westchester,NY,40991,45487,48974,52741,56713,58624,76804
757,0,3799,04/28/1941,10/01/2006,Tarrytown,Westchester,NY,62693,71978,83102,93431,89491,99933,113378
758,0,3800,08/07/1961,10/01/2006,Thornwood,Westchester,NY,53524,55982,56171,55817,62598,61901,64156
759,0,3802,09/23/1955,10/01/2006,White Plains,Westchester,NY,27634,27799,30994,33624,39099,40418,43633
760,0,3805,01/31/1966,10/01/2006,Wurtsboro,Sullivan,NY,16628,17800,20254,21835,24258,25476,28633
761,0,3806,07/31/1947,10/01/2006,Yonkers,Westchester,NY,32224,31681,32166,33354,33323,35615,37943
762,0,3807,04/28/1951,10/01/2006,Yonkers,Westchester,NY,59678,62335,67851,70042,73429,80728,85743
763,0,3808,04/24/1954,10/01/2006,Yonkers,Westchester,NY,34783,38008,37260,39330,43832,48370,51653
764,0,3809,06/22/1955,10/01/2006,Yonkers,Westchester,NY,45139,48701,55198,64744,72098,74879,84570
765,0,3810,11/30/1964,10/01/2006,Shrub Oak,Westchester,NY,45511,51970,52423,54854,61582,66709,67176
766,0,3811,07/10/1953,10/01/2006,Yorktown Heights,Westchester,NY,69523,80408,86815,106875,109599,117959,126928
767,0,3812,04/21/1958,10/01/2006,Yonkers,Westchester,NY,37184,37645,41230,40501,45939,45543,48370
768,0,3813,06/30/1969,10/01/2006,Chappaqua,Westchester,NY,48309,52290,53505,84884,93340,111202,131416
769,0,3814,07/13/1970,10/01/2006,White Plains,Westchester,NY,49668,52791,63973,75193,76820,83350,92730
770,0,3815,09/22/1970,10/01/2006,West Harrison,Westchester,NY,58801,71669,75676,105834,105556,110389,99321
771,0,3816,09/20/1971,10/01/2006,Yonkers,Westchester,NY,44668,51349,62229,76004,82190,81220,87724
772,0,3817,11/28/1972,10/01/2006,White Plains,Westchester,NY,29730,35939,36779,40379,42063,51857,56898
773,0,3818,01/06/1973,10/01/2006,Newburgh,Orange,NY,24685,24512,28374,38608,42463,48239,57187
774,0,3819,04/20/1974,10/01/2006,New Rochelle,Westchester,NY,38665,42580,46511,50030,55549,58630,65509
775,0,3820,11/02/1974,10/01/2006,Yonkers,Westchester,NY,57323,60112,69293,81438,90390,104111,117773
776,0,3821,10/20/1920,10/01/2006,Valley Stream,Nassau,NY,31809,33784,34369,39603,44188,44352,48906
777,0,3822,07/16/1962,10/01/2006,Bellport,Suffolk,NY,41431,46251,52043,60982,69029,75180,88373
778,0,3823,10/16/1961,10/01/2006,East Hampton,Suffolk,NY,139110,140833,144495,178366,218185,220389,229599
779,0,3824,10/19/1957,10/01/2006,Elmont,Nassau,NY,22695,21945,26281,30861,36570,35664,40097
780,0,3825,02/27/1960,10/01/2006,Elmont,Nassau,NY,36333,37393,40544,45065,51566,53494,57485
781,0,3827,07/11/1960,10/01/2006,Greenport,Suffolk,NY,22526,23531,28077,31434,35639,41562,44653
782,0,3828,09/10/1960,10/01/2006,Hewlett,Nassau,NY,33288,38107,44281,51456,55621,60383,65936
783,0,3829,03/23/1962,10/01/2006,Kings Park,Suffolk,NY,54792,62621,67469,75985,82827,99582,109889
784,0,3830,06/01/1961,10/01/2006,Montauk,Suffolk,NY,31828,35496,38230,44365,51232,57717,67036
785,0,3831,06/26/1965,10/01/2006,Ronkonkoma,Suffolk,NY,77845,80041,85332,91139,97632,107580,117143
786,0,3832,06/01/1953,10/01/2006,Shelter Island,Suffolk,NY,29916,37624,36847,43505,42848,45979,45080
787,0,3833,06/26/1954,10/01/2006,Valley Stream,Nassau,NY,29339,34861,38459,47582,47451,51334,57007
788,0,3836,11/08/1968,10/01/2006,Hampton Bays,Suffolk,NY,68376,64252,68635,77439,82488,92885,105000
789,0,3837,04/14/1973,10/01/2006,Island Park,Nassau,NY,30735,30152,33166,40063,40138,42689,48055
790,0,3839,01/01/1928,10/01/2006,Forest Hills,Queens,NY,45719,50178,56888,70998,74898,72311,79325
791,0,3842,12/08/1934,10/01/2006,South Richmond Hill,Queens,NY,83294,87758,95847,105671,114494,125674,139670
792,0,3843,01/24/1934,10/01/2006,Middletown,Orange,NY,29696,29666,31843,35524,38210,40407,46432
793,0,3844,01/30/1956,10/01/2006,Cornwall,Orange,NY,39244,40744,47175,51326,54113,58690,66506
794,0,3845,06/29/1959,10/01/2006,Greenwood Lake,Orange,NY,27604,30440,34356,35500,37901,41537,44741
795,0,3846,11/14/1955,10/01/2006,Pine Bush,Orange,NY,21230,20711,24474,28869,34795,40275,44052
796,0,3847,12/10/1956,10/01/2006,Port Jervis,Orange,NY,33912,33656,36133,40690,42096,47464,48737
797,0,3848,05/23/1958,10/01/2006,Warwick,Orange,NY,35591,36077,45025,53131,51947,63745,68452
798,0,3849,04/26/1965,10/01/2006,Washingtonville,Orange,NY,24974,29782,32613,35842,42115,61816,68313
799,0,3851,09/23/1963,10/01/2006,Beacon,Dutchess,NY,18824,21261,22806,27746,27682,29894,32316
800,0,3852,12/31/1962,10/01/2006,Fishkill,Dutchess,NY,36918,40012,43430,50595,50059,58017,67866
801,0,3853,12/01/1959,10/01/2006,Hopewell Junction,Dutchess,NY,49146,52105,64013,74820,83104,92202,106966
802,0,3854,11/15/1954,10/01/2006,Hyde Park,Dutchess,NY,25503,28310,31750,39712,39711,40318,41557
803,0,3855,09/03/1963,10/01/2006,Poughkeepsie,Dutchess,NY,20166,21101,24825,28029,32595,34778,35919
804,0,3857,05/25/1968,10/01/2006,Highland Falls,Orange,NY,8407,8107,9557,10839,11661,13287,22689
805,0,3858,08/06/1969,10/01/2006,Middletown,Orange,NY,35107,41408,47177,50221,55731,59561,68028
806,0,3859,11/01/1901,10/01/2006,Suffern,Rockland,NY,38610,41017,44148,50997,58002,61939,65483
807,0,3860,06/27/1955,10/01/2006,Monsey,Rockland,NY,72576,86878,101999,115607,132556,157105,185648
808,0,3862,08/23/1960,10/01/2006,New City,Rockland,NY,280689,293015,300104,318872,323736,332607,366794
809,0,3863,08/07/1964,10/01/2006,Orangeburg,Rockland,NY,139671,139798,159314,153954,160274,173094,182124
810,0,3864,06/01/1956,10/01/2006,Pearl River,Rockland,NY,68135,68040,76559,87474,90723,103617,104412
811,0,3865,02/28/1964,10/01/2006,Airmont,Rockland,NY,78281,79563,88134,106705,135317,148358,172881
812,0,3866,04/19/1954,10/01/2006,Tuxedo Park,Orange,NY,44492,40452,44073,49155,49595,53013,63630
813,0,3868,06/09/1966,10/01/2006,Stony Point,Rockland,NY,53663,53797,61617,63985,71516,77475,86864
814,0,3869,03/27/1976,10/01/2006,Monroe,Orange,NY,68265,74515,87464,100839,114848,128351,157231
815,0,3870,05/08/1981,10/01/2006,Port Chester,Westchester,NY,28703,38888,36632,26811,29932,33547,37129
816,0,3872,09/25/1971,10/01/2006,Port Washington,Nassau,NY,44913,45197,66316,73784,87378,91991,102162
817,0,3873,10/02/1976,10/01/2006,Massapequa,Nassau,NY,26716,27314,30976,35981,33354,34508,39528
818,0,3877,10/03/1960,10/01/2006,Freeport,Nassau,NY,31215,32531,35871,44230,42034,46996,54296
819,0,3878,07/01/1957,10/01/2006,Freeport,Nassau,NY,111704,111517,121623,113370,111326,115351,121149
820,0,3879,11/10/1954,10/01/2006,Garden City,Nassau,NY,76226,88051,128241,68688,78638,72115,70149
821,0,3880,05/20/1959,10/01/2006,Garden City,Nassau,NY,216205,238819,256015,293242,320955,315728,357437
822,0,3881,02/09/1953,10/01/2006,Great Neck,Nassau,NY,87049,91138,97803,131128,131600,145069,167630
823,0,3882,08/16/1960,10/01/2006,Levittown,Nassau,NY,28328,29440,33732,35887,39637,43679,50691
824,0,3883,01/30/1961,10/01/2006,Lindenhurst,Suffolk,NY,164793,170194,173524,192091,189113,196659,200702
825,0,3886,01/09/1961,10/01/2006,West Hempstead,Nassau,NY,28941,30313,33989,44337,49973,55536,67230
826,0,3888,05/23/1964,10/01/2006,Syosset,Nassau,NY,38935,60411,45527,56919,69197,141234,155071
827,0,3889,02/10/1958,10/01/2006,Farmingdale,Nassau,NY,30572,32846,39902,43829,48906,50274,50911
828,0,3890,02/07/1956,10/01/2006,Stewart Manor,Nassau,NY,47867,51364,57838,69525,76608,81272,84802
829,0,3892,06/25/1910,10/01/2006,Westbury,Nassau,NY,42092,44014,50129,58038,59676,62218,68066
830,0,3893,06/25/1960,10/01/2006,Jericho,Nassau,NY,20929,24722,29165,31160,37223,49126,52188
831,0,3894,01/28/1957,10/01/2006,Westbury,Nassau,NY,38485,39620,45601,52202,58309,63021,70485
832,0,3896,04/25/1904,10/01/2006,Westhampton Beach,Suffolk,NY,39938,43212,44712,51264,63806,78339,83692
833,0,3898,06/01/1972,10/01/2006,Lake Grove,Suffolk,NY,128512,123525,127606,134979,133842,138515,150922
834,0,3902,06/19/1974,10/01/2006,Huntington,Suffolk,NY,49246,54688,65779,70666,79351,88294,87411
835,0,3904,11/16/1977,10/01/2006,Farmingville,Suffolk,NY,29650,30388,32593,34596,79498,82243,90163
836,0,3905,01/01/1917,10/01/2006,Hicksville,Nassau,NY,75733,86999,99377,111910,120267,131270,151191
837,0,3906,09/07/1960,10/01/2006,Bethpage,Nassau,NY,72223,70021,69044,76328,79347,79685,90431
838,0,3908,02/26/1955,10/01/2006,Plainview,Nassau,NY,46674,46979,52556,54993,58988,61849,64932
839,0,3909,12/08/1956,10/01/2006,Plainview,Nassau,NY,69083,71859,77764,86387,93097,95538,114429
840,0,3911,04/17/1974,10/01/2006,Smithtown,Suffolk,NY,23114,26757,32616,37519,48314,58648,65908
841,0,3913,12/06/1982,10/01/2006,Maspeth,Queens,NY,27463,27357,37023,40024,41382,53047,67034
842,0,3915,06/22/1973,10/01/2006,Great Neck,Nassau,NY,125964,117634,127002,148795,161402,168498,189186
843,0,3916,03/15/1987,10/01/2006,Setauket,Suffolk,NY,72430,80696,85197,81391,88181,89928,114154
844,0,3917,01/01/1825,10/01/2006,Poughkeepsie,Dutchess,NY,39904,34355,37971,67591,71481,72997,74939
845,0,3918,06/27/1963,10/01/2006,Poughkeepsie,Dutchess,NY,36861,41939,45233,50529,52333,57761,77339
846,0,3920,07/29/1968,10/01/2006,Poughkeepsie,Dutchess,NY,26821,37463,34884,35274,42378,48176,58426
847,0,3921,12/09/1977,10/01/2006,Poughkeepsie,Dutchess,NY,0,0,0,0,0,0,0
848,0,3922,05/10/1920,10/01/2006,Scarsdale,Westchester,NY,183442,194342,204628,300469,320183,390234,408883
849,0,3924,12/27/1960,10/01/2006,Hartsdale,Westchester,NY,72825,74091,81316,91745,97543,113914,121118
850,0,3925,08/13/1956,10/01/2006,Scarsdale,Westchester,NY,148319,144777,157435,164072,183722,199940,219347
851,0,3927,05/11/1987,10/01/2006,Tuckahoe,Westchester,NY,15741,16535,18499,21697,21911,22077,25548
852,0,3928,03/01/1952,10/01/2006,Deer Park,Suffolk,NY,58378,72877,79600,87643,91728,97099,111346
853,0,3929,08/20/1960,10/01/2006,Brightwaters,Suffolk,NY,42848,46082,49389,55901,56385,67211,73186
854,0,3930,08/03/1957,10/01/2006,North Babylon,Suffolk,NY,36428,37748,39249,45769,47504,49777,54203
855,0,3931,04/28/1956,10/01/2006,West Islip,Suffolk,NY,56208,65774,69048,79767,76678,92610,105790
856,0,3932,08/24/1974,10/01/2006,Bay Shore,Suffolk,NY,21679,24079,26233,29347,32677,39470,45129
857,0,3933,09/21/1929,10/01/2006,Nanuet,Rockland,NY,67087,66258,73639,81526,88502,93824,105481
858,0,3934,04/24/1963,10/01/2006,Congers,Rockland,NY,34190,38558,44635,47164,51283,62164,64560
859,0,3935,12/16/1961,10/01/2006,Nanuet,Rockland,NY,37626,41376,48482,53578,60839,64041,72644
860,0,3937,11/25/1967,10/01/2006,Monsey,Rockland,NY,57676,69414,79584,90350,117210,129572,150104
861,0,3938,10/20/1973,10/01/2006,Chestnut Ridge,Rockland,NY,37929,38070,45467,55435,58105,72792,80051
862,0,3939,01/15/1988,10/01/2006,Nyack,Rockland,NY,70137,76096,85780,100061,107645,118828,131572
863,0,3940,05/31/1872,10/01/2006,Riverhead,Suffolk,NY,69594,64274,63974,64519,68873,73340,108664
864,0,3941,09/22/1973,10/01/2006,Bay Shore,Suffolk,NY,32457,35896,46248,49940,56717,59132,65708
865,0,3943,06/03/1970,10/01/2006,East Meadow,Nassau,NY,82700,79823,88271,99988,103201,109505,115122
866,0,3944,03/26/1973,10/01/2006,Baldwin,Nassau,NY,29433,29110,31902,38103,38078,44958,50269
867,0,3946,12/27/1971,10/01/2006,Greenvale,Nassau,NY,278428,306622,338917,365918,354640,373723,390111
868,0,3947,06/30/1992,10/01/2006,New York City,New York,NY,483931,470615,562078,579594,602812,623126,646175
869,0,3948,06/30/1992,10/01/2006,New York City,New York,NY,140982,165248,201462,242800,270276,302468,333867
870,0,3949,06/30/1992,10/01/2006,Haverstraw,Rockland,NY,34954,39015,40592,43750,43920,48833,52675
871,0,3950,10/15/1964,10/01/2006,Kingston,Ulster,NY,28799,28668,33001,38965,49302,51878,83533
872,0,3951,01/03/1961,10/01/2006,New Paltz,Ulster,NY,24542,29715,35300,41253,43562,51512,53746
873,0,3952,01/05/1970,10/01/2006,New Windsor,Orange,NY,22324,28891,34343,43888,46044,46847,44439
874,0,3953,08/14/1972,10/01/2006,Pleasant Valley,Dutchess,NY,20495,24227,27390,31711,35538,41757,49607
875,0,3954,02/20/1965,10/01/2006,New City,Rockland,NY,43359,47774,57635,70604,79827,85559,98327
876,0,3955,06/24/1957,10/01/2006,Sparkill,Rockland,NY,25350,48406,50950,52909,56096,63837,67410
877,0,3958,01/20/1934,10/01/2006,New Rochelle,Westchester,NY,64850,65270,70497,73570,72247,74100,86433
878,0,3959,01/20/1934,10/01/2006,Briarcliff Manor,Westchester,NY,39939,38775,46201,52024,58217,60769,78745
879,0,3960,01/14/1952,10/01/2006,Bronxville,Westchester,NY,114987,121855,141091,171304,179721,194548,210105
880,0,3961,10/19/1956,10/01/2006,Bronxville,Westchester,NY,19521,19361,23510,24817,28103,34412,33040
881,0,3964,10/01/1975,10/01/2006,Forest Hills,Queens,NY,31712,40254,47903,58249,64463,68197,85929
882,0,3967,02/02/1953,10/01/2006,Bayside,Queens,NY,162846,156746,167858,234211,257301,264487,298881
883,0,3969,12/18/1950,10/01/2006,Flushing,Queens,NY,58427,72940,107880,131453,147631,169942,216734
884,0,3971,05/25/1963,10/01/2006,East Elmhurst,Queens,NY,41046,46975,61240,69882,78920,87836,103300
885,0,3972,02/06/1956,10/01/2006,Jamaica,Queens,NY,30031,31656,38760,43618,48616,53809,61869
886,0,3976,09/16/1967,10/01/2006,Woodmere,Nassau,NY,23954,23671,29386,36557,39776,45025,53914
887,0,3978,07/11/1925,10/01/2006,Patchogue,Suffolk,NY,35362,39522,39526,42162,46575,51445,55399
888,0,3979,07/23/1962,10/01/2006,Medford,Suffolk,NY,17455,22220,21484,25537,26314,31619,55833
889,0,3983,08/20/1973,10/01/2006,Rocky Point,Suffolk,NY,33655,38710,45557,53046,65436,71222,82558
890,0,3985,10/07/1989,10/01/2006,Bohemia,Suffolk,NY,82040,93491,97563,119313,129453,138165,144053
891,0,3986,10/07/1989,10/01/2006,Garnerville,Rockland,NY,23848,27478,30329,36979,37410,65843,72141
892,0,3987,12/31/1988,10/01/2006,White Plains,Westchester,NY,44130,45898,43581,54018,55251,59887,66998
893,0,3988,11/12/1963,10/01/2006,Greenwich,Fairfield,CT,31214,39732,44050,48032,49076,52670,56826
894,0,3989,10/01/1954,10/01/2006,Greenwich,Fairfield,CT,56095,58215,80322,81313,102330,96767,110893
895,0,3990,05/05/1973,10/01/2006,Greenwich,Fairfield,CT,62905,75418,72121,81385,86619,99170,97109
896,0,3991,08/09/1973,10/01/2006,Riverside,Fairfield,CT,206319,203030,265043,269769,270547,264501,264519
897,0,3992,12/03/1973,10/01/2006,Greenwich,Fairfield,CT,29327,40376,30910,32280,42435,49498,42729
898,0,3993,10/14/1994,10/01/2006,Old Greenwich,Fairfield,CT,41865,35777,51244,48316,55730,62114,59814
899,0,3994,09/23/1994,10/01/2006,Southport,Fairfield,CT,53412,62211,75891,93442,73647,84104,94666
900,0,3997,01/23/1954,10/01/2006,Elmwood Park,Bergen,NJ,52572,54558,56350,58307,63839,66315,71631
901,0,3998,01/05/1934,10/01/2006,East Rutherford,Bergen,NJ,35033,40381,44182,79238,113711,119413,126097
902,0,3999,08/03/1964,10/01/2006,Fair Lawn,Bergen,NJ,38353,41269,40454,46120,47108,52251,62874
903,0,4000,10/09/1950,10/01/2006,Fair Lawn,Bergen,NJ,23997,26532,30585,32290,32223,32323,38676
904,0,4001,09/12/1955,10/01/2006,Fair Lawn,Bergen,NJ,44970,45713,56186,61794,78089,110622,122859
905,0,4003,02/05/1934,10/01/2006,Lyndhurst,Bergen,NJ,37940,49739,48875,56145,90732,92706,105457
906,0,4005,03/02/1953,10/01/2006,North Arlington,Bergen,NJ,80765,98248,83671,72514,94590,98806,98370
907,0,4007,12/21/1964,10/01/2006,Teaneck,Bergen,NJ,69509,67519,77151,90337,99459,110246,124105
908,0,4008,12/16/1964,10/01/2006,Teaneck,Bergen,NJ,39201,45117,64506,73121,77252,78167,83004
909,0,4009,09/30/1955,10/01/2006,Wallington,Bergen,NJ,48801,44596,47836,51948,53836,56737,62044
910,0,4011,08/19/1964,10/01/2006,Ridgewood,Bergen,NJ,12875,39741,57107,62745,90313,89299,88074
911,0,4012,09/20/1954,10/01/2006,Midland Park,Bergen,NJ,23058,25561,27564,32409,38603,44587,50078
912,0,4013,04/12/1958,10/01/2006,Oakland,Bergen,NJ,53043,59658,58762,73225,87309,86983,90397
913,0,4016,01/01/1849,10/01/2006,Franklin,Sussex,NJ,33953,36353,41029,43058,48181,49715,52826
914,0,4017,05/03/1964,10/01/2006,Newton,Sussex,NJ,16729,18733,21126,21623,24062,29010,31259
915,0,4018,06/28/1963,10/01/2006,Sussex,Sussex,NJ,18171,18682,19927,20098,20861,21678,23948
916,0,4019,08/12/1963,10/01/2006,Vernon,Sussex,NJ,39322,42280,50763,52245,54801,55576,62495
917,0,4020,08/22/1968,10/01/2006,Montague,Sussex,NJ,12925,13734,14831,17411,19063,21814,26571
918,0,4021,09/21/1968,10/01/2006,Newton,Sussex,NJ,33317,40516,43199,45019,50755,54446,59486
919,0,4022,02/20/1971,10/01/2006,Lodi,Bergen,NJ,35359,35260,42135,46031,53380,58314,69298
920,0,4023,03/15/1971,10/01/2006,Wallington,Bergen,NJ,46634,45620,47952,52550,57534,62872,66701
921,0,4024,07/16/1971,10/01/2006,Ridgefield,Bergen,NJ,53325,55617,59080,73348,89306,129240,149096
922,0,4025,05/07/1962,10/01/2006,Dover,Morris,NJ,37328,36002,38649,39484,43791,42043,68676
923,0,4026,12/28/1959,10/01/2006,Randolph,Morris,NJ,26442,30801,33749,36662,41611,43486,48352
924,0,4027,06/26/1965,10/01/2006,Riverdale,Morris,NJ,42352,49514,55189,66136,73808,83636,87534
925,0,4029,10/14/1969,10/01/2006,Randolph,Morris,NJ,103145,111288,129634,147331,153237,160756,186989
926,0,4030,05/09/1970,10/01/2006,Boonton,Morris,NJ,29873,29923,34713,37531,41752,46139,49274
927,0,4032,10/20/1972,10/01/2006,East Hanover,Morris,NJ,64691,64334,72619,83782,98616,111661,121667
928,0,4033,05/29/1973,10/01/2006,Rockaway,Morris,NJ,43172,48913,57224,59854,68242,73158,79110
929,0,4034,06/30/1975,10/01/2006,Stirling,Morris,NJ,47634,50127,51137,57310,60065,66221,69066
930,0,4036,01/25/1974,10/01/2006,Secaucus,Hudson,NJ,41257,59694,66824,74288,99026,109978,98697
931,0,4037,03/19/1973,10/01/2006,Manasquan,Monmouth,NJ,64634,61760,77440,87592,102548,112806,117769
932,0,4038,06/28/1975,10/01/2006,Belmar,Monmouth,NJ,42857,44369,58692,62904,64526,65534,71721
933,0,4039,05/06/1978,10/01/2006,Spring Lake,Monmouth,NJ,43348,48034,54632,56141,65678,62351,67691
934,0,4040,11/17/1982,10/01/2006,Secaucus,Hudson,NJ,36161,35169,76496,93687,78698,159505,170117
935,0,4041,12/30/1982,10/01/2006,Sussex,Sussex,NJ,27224,29656,31762,34002,35961,38315,41123
936,0,4044,06/11/1984,10/01/2006,Edgewater,Bergen,NJ,39112,47513,62263,74773,75840,90287,86794
937,0,4045,06/25/1984,10/01/2006,Fairfield,Essex,NJ,50048,59282,60490,60209,67343,81811,86016
938,0,4046,11/15/1984,10/01/2006,Saddle Brook,Bergen,NJ,34205,37064,42115,44521,51509,51356,58598
939,0,4048,01/07/1984,10/01/2006,Freehold,Monmouth,NJ,43217,38670,44654,43613,46592,48530,56704
940,0,4049,05/19/1984,10/01/2006,Bradley Beach,Monmouth,NJ,20970,21467,23995,30146,34005,34168,38006
941,0,4050,09/15/1984,10/01/2006,Toms River,Ocean,NJ,26995,30512,30382,43602,59576,57368,60322
942,0,4051,12/27/1985,10/01/2006,Edison,Middlesex,NJ,27202,27074,31311,44479,45445,55456,95902
943,0,4053,03/24/1986,10/01/2006,Shrewsbury,Monmouth,NJ,53823,54075,57591,72329,83931,81574,89017
944,0,4056,06/02/1986,10/01/2006,Franklin Lakes,Bergen,NJ,7558,8067,9204,9178,10379,10318,11323
945,0,4059,09/22/1986,10/01/2006,Englewood,Bergen,NJ,57567,66040,80602,94133,104408,108657,138490
946,0,4060,01/12/1987,10/01/2006,Kearny,Hudson,NJ,20000,27378,26263,31094,33430,37660,43826
947,0,4061,03/02/1987,10/01/2006,Metuchen,Middlesex,NJ,59094,63964,71258,92457,104063,129834,197327
948,0,4062,06/15/1987,10/01/2006,Lakewood,Ocean,NJ,38073,42567,54875,72687,98960,140078,192462
949,0,4063,10/13/1987,10/01/2006,Norwood,Bergen,NJ,58710,51373,59909,73542,68198,76003,80891
950,0,4064,10/14/1987,10/01/2006,Clifton,Passaic,NJ,56476,55505,64738,74177,84919,94504,111818
951,0,4067,03/07/1988,10/01/2006,Ledgewood,Morris,NJ,17940,21414,30061,32527,37302,42126,51867
952,0,4068,03/24/1988,10/01/2006,Jersey City,Hudson,NJ,43341,50919,60741,71646,82040,101025,141597
953,0,4071,10/25/1988,10/01/2006,Millburn,Essex,NJ,53826,50556,48380,45648,42536,45575,44994
954,0,4072,01/09/1989,10/01/2006,Roseland,Essex,NJ,27676,30782,34143,39720,41115,42274,43711
955,0,4073,05/15/1989,10/01/2006,Florham Park,Morris,NJ,21700,23131,28317,28412,31185,30538,34195
956,0,4074,05/17/1989,10/01/2006,Union City,Hudson,NJ,31559,37728,43099,44499,45674,51781,86866
957,0,4075,06/15/1989,10/01/2006,Verona,Essex,NJ,37639,35814,39032,39310,44444,47714,51196
958,0,4076,04/10/1989,10/01/2006,Edison,Middlesex,NJ,17481,20909,24387,32069,40380,47050,58235
959,0,4079,11/05/1990,10/01/2006,New Brunswick,Middlesex,NJ,16899,20111,22567,26423,30790,34359,45380
960,0,4081,03/02/1992,10/01/2006,North Bergen,Hudson,NJ,17168,20383,25064,25845,30558,32172,37787
961,0,4083,08/08/1994,10/01/2006,Rutherford,Bergen,NJ,46734,54514,58574,62741,132733,122112,115932
962,0,4085,09/28/1939,10/01/2006,Chester,Morris,NJ,26268,31186,33414,37989,53238,49273,67623
963,0,4086,12/04/1997,10/01/2006,New York City,New York,NY,122803,148954,187610,227525,266601,338964,319054
964,0,4087,07/10/2000,10/01/2006,Newburgh,Orange,NY,20980,23098,37511,29964,29923,33954,43454
965,0,4089,10/04/2006,,Floral Park,Nassau,NY,61503,64948,70658,84868,94236,102911,114678
